time,longitude,latitude,tas
1959-01-01 11:30:00,31.25,-26.25,
1959-01-01 15:00:00,31.25,-26.25,
1959-01-02 11:30:00,31.25,-26.25,
1959-01-03 11:30:00,31.25,-26.25,
1959-01-04 11:30:00,31.25,-26.25,
1959-01-05 11:30:00,31.25,-26.25,
1959-01-06 11:30:00,31.25,-26.25,
1959-01-07 11:30:00,31.25,-26.25,
1959-01-08 11:30:00,31.25,-26.25,
1959-01-09 11:30:00,31.25,-26.25,
1959-01-10 11:30:00,31.25,-26.25,
1959-01-11 11:30:00,31.25,-26.25,
1959-01-12 11:30:00,31.25,-26.25,
1959-01-13 11:30:00,31.25,-26.25,
1959-01-14 11:30:00,31.25,-26.25,
1959-01-15 11:30:00,31.25,-26.25,
1959-01-16 11:30:00,31.25,-26.25,
1959-01-17 11:30:00,31.25,-26.25,
1959-01-18 11:30:00,31.25,-26.25,
1959-01-19 11:30:00,31.25,-26.25,
1959-01-20 11:30:00,31.25,-26.25,
1959-01-21 11:30:00,31.25,-26.25,
1959-01-22 11:30:00,31.25,-26.25,
1959-01-23 11:30:00,31.25,-26.25,
1959-01-24 11:30:00,31.25,-26.25,
1959-01-25 11:30:00,31.25,-26.25,
1959-01-26 11:30:00,31.25,-26.25,
1959-01-27 11:30:00,31.25,-26.25,
1959-01-28 11:30:00,31.25,-26.25,
1959-01-29 11:30:00,31.25,-26.25,
1959-01-30 11:30:00,31.25,-26.25,
1959-01-31 11:30:00,31.25,-26.25,
1959-02-01 11:30:00,31.25,-26.25,
1959-02-02 11:30:00,31.25,-26.25,
1959-02-03 11:30:00,31.25,-26.25,
1959-02-04 11:30:00,31.25,-26.25,
1959-02-05 11:30:00,31.25,-26.25,
1959-02-06 11:30:00,31.25,-26.25,
1959-02-07 11:30:00,31.25,-26.25,
1959-02-08 11:30:00,31.25,-26.25,
1959-02-09 11:30:00,31.25,-26.25,
1959-02-10 11:30:00,31.25,-26.25,
1959-02-11 11:30:00,31.25,-26.25,
1959-02-12 11:30:00,31.25,-26.25,
1959-02-13 11:30:00,31.25,-26.25,
